EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
289185.600,-40396.031,277487.567,-28580.830,-8987.297,-114975.071,-9727.347,-7124.454,-0.112,0.980,-0.141,0.366,2.197,0.305,60.000,163.000,1.000
283911.712,-40219.841,272283.330,-28523.771,-8981.701,-115650.003,-9837.602,-7229.713,-0.114,0.983,-0.140,0.397,2.197,0.183,60.000,164.000,1.000
278709.196,-40081.958,267086.126,-28534.855,-8962.910,-116292.347,-9919.902,-7331.177,-0.115,0.980,-0.143,0.305,2.228,0.214,60.000,165.000,1.000
273554.679,-39953.847,261924.156,-28462.995,-9006.317,-116948.586,-9988.658,-7430.816,-0.114,0.980,-0.138,0.336,2.167,0.122,60.000,166.000,1.000
268393.185,-39794.247,256809.761,-28271.148,-9098.302,-117620.369,-10072.541,-7529.583,-0.114,0.979,-0.141,0.336,2.045,0.092,60.000,167.000,1.000
263212.742,-39605.081,251722.917,-28082.296,-9157.655,-118265.050,-10175.980,-7626.539,-0.114,0.981,-0.142,0.336,1.953,0.000,60.000,168.000,1.000
258059.373,-39427.885,246639.313,-28008.701,-9147.255,-118854.091,-10274.187,-7720.292,-0.114,0.981,-0.141,0.305,1.862,-0.092,60.000,169.000,1.000
252973.506,-39286.880,241563.348,-28001.587,-9122.233,-119412.257,-10347.238,-7810.724,-0.115,0.980,-0.143,0.305,1.801,-0.061,60.000,170.000,1.000
247935.951,-39156.948,236521.254,-27923.716,-9152.028,-119983.051,-10406.106,-7898.730,-0.114,0.980,-0.145,0.397,1.740,-0.122,60.000,171.000,1.000
242895.878,-38998.956,231525.009,-27738.848,-9226.482,-120567.317,-10476.463,-7984.765,-0.113,0.980,-0.145,0.366,1.801,-0.214,60.000,172.000,1.000
237839.986,-38812.836,226556.686,-27557.735,-9273.230,-121125.487,-10564.023,-8068.495,-0.112,0.980,-0.144,0.458,1.892,-0.366,60.000,173.000,1.000
232808.574,-38636.607,221593.713,-27484.014,-9257.626,-121632.218,-10648.132,-8149.486,-0.114,0.981,-0.145,0.427,1.801,-0.275,60.000,174.000,1.000
227838.936,-38494.252,216638.996,-27475.286,-9227.347,-122111.152,-10710.798,-8227.986,-0.111,0.980,-0.144,0.458,1.740,-0.244,60.000,175.000,1.000
222915.339,-38364.294,211715.317,-27405.729,-9244.589,-122602.138,-10760.633,-8304.744,-0.112,0.979,-0.145,0.488,1.740,-0.244,60.000,176.000,1.000
217992.294,-38210.356,206833.394,-27237.448,-9302.627,-123106.008,-10820.245,-8380.312,-0.113,0.979,-0.146,0.366,1.770,-0.305,60.000,177.000,1.000
213056.253,-38029.918,201977.748,-27065.848,-9339.254,-123587.954,-10896.029,-8454.905,-0.111,0.978,-0.145,0.427,1.801,-0.366,60.000,178.000,1.000
208141.674,-37855.443,197128.686,-26985.060,-9323.074,-124025.598,-10970.931,-8528.379,-0.112,0.980,-0.141,0.427,1.740,-0.397,60.000,179.000,1.000
203282.380,-37709.157,192288.792,-26963.089,-9293.235,-124438.611,-11028.385,-8600.328,-0.113,0.981,-0.143,0.519,1.678,-0.427,60.000,180.000,1.000
198466.784,-37574.529,187478.253,-26892.663,-9302.619,-124860.394,-11073.812,-8670.248,-0.113,0.980,-0.145,0.519,1.709,-0.458,60.000,181.000,1.000
193656.254,-37421.236,182707.101,-26738.924,-9346.554,-125291.123,-11125.690,-8737.885,-0.114,0.980,-0.143,0.397,1.740,-0.336,60.000,182.000,1.000
188838.117,-37246.770,177962.641,-26580.765,-9372.967,-125701.470,-11190.288,-8803.540,-0.115,0.981,-0.143,0.458,1.740,-0.397,60.000,183.000,1.000
184040.841,-37078.190,173227.965,-26498.096,-9354.546,-126072.615,-11254.231,-8867.610,-0.114,0.980,-0.141,0.427,1.709,-0.275,60.000,184.000,1.000
179293.437,-36934.098,168504.441,-26465.417,-9323.088,-126420.972,-11303.639,-8930.189,-0.115,0.983,-0.142,0.397,1.678,-0.275,60.000,185.000,1.000
174586.773,-36800.039,163808.147,-26392.665,-9323.288,-126775.416,-11342.584,-8991.204,-0.115,0.983,-0.142,0.305,1.648,-0.336,60.000,186.000,1.000
169888.019,-36649.160,159147.103,-26248.766,-9353.127,-127138.040,-11386.607,-9050.817,-0.115,0.982,-0.142,0.275,1.617,-0.366,60.000,187.000,1.000
165185.242,-36477.924,154510.936,-26098.044,-9370.652,-127485.861,-11441.805,-9109.570,-0.118,0.981,-0.145,0.275,1.556,-0.366,60.000,188.000,1.000
160501.380,-36308.944,149885.981,-26007.730,-9352.430,-127801.504,-11497.655,-9167.658,-0.118,0.983,-0.140,0.275,1.465,-0.488,60.000,189.000,1.000
155861.339,-36159.552,145273.562,-25958.667,-9322.565,-128094.554,-11542.018,-9224.509,-0.116,0.982,-0.140,0.244,1.526,-0.427,60.000,190.000,1.000
151259.259,-36020.041,140687.037,-25877.120,-9316.740,-128386.515,-11576.892,-9279.349,-0.118,0.982,-0.142,0.214,1.495,-0.397,60.000,191.000,1.000
146668.869,-35869.157,136133.252,-25736.110,-9334.400,-128680.521,-11614.465,-9332.132,-0.116,0.983,-0.144,0.153,1.434,-0.397,60.000,192.000,1.000
142079.492,-35703.093,131604.016,-25587.179,-9343.024,-128961.869,-11660.553,-9383.757,-0.117,0.980,-0.141,0.092,1.373,-0.397,60.000,193.000,1.000
137508.432,-35538.908,127088.110,-25487.019,-9323.716,-129219.086,-11707.815,-9434.972,-0.115,0.979,-0.144,0.092,1.343,-0.397,60.000,194.000,1.000
132975.506,-35390.016,122585.957,-25424.144,-9294.672,-129459.419,-11746.742,-9485.608,-0.115,0.980,-0.144,0.122,1.434,-0.366,60.000,195.000,1.000
128476.721,-35248.498,118107.672,-25341.094,-9283.923,-129698.262,-11778.264,-9534.986,-0.115,0.979,-0.145,0.153,1.495,-0.214,60.000,196.000,1.000
123991.604,-35097.082,113658.748,-25213.886,-9292.054,-129936.897,-11811.569,-9582.932,-0.114,0.981,-0.143,0.122,1.556,-0.214,60.000,197.000,1.000
119511.229,-34932.467,109233.214,-25079.535,-9294.547,-130163.880,-11851.605,-9630.150,-0.114,0.979,-0.143,0.183,1.526,-0.183,60.000,198.000,1.000
115048.700,-34768.519,104822.704,-24981.394,-9276.073,-130369.533,-11893.072,-9677.121,-0.115,0.982,-0.140,0.183,1.617,-0.122,60.000,199.000,1.000
110620.022,-34617.032,100427.646,-24912.089,-9248.994,-130557.686,-11928.136,-9723.313,-0.114,0.981,-0.142,0.183,1.587,-0.092,60.000,200.000,1.000
106223.254,-34473.235,96055.803,-24828.619,-9234.029,-130739.687,-11956.486,-9767.745,-0.116,0.980,-0.145,0.244,1.526,-0.061,60.000,201.000,1.000
101843.003,-34324.077,91711.390,-24711.981,-9232.633,-130918.195,-11984.773,-9810.221,-0.117,0.980,-0.144,0.153,1.495,-0.031,60.000,202.000,1.000
97471.401,-34165.879,87389.752,-24588.753,-9227.846,-131088.063,-12017.649,-9851.810,-0.116,0.979,-0.145,0.214,1.526,-0.031,60.000,203.000,1.000
93117.003,-34007.561,83084.136,-24491.294,-9208.577,-131244.551,-12052.393,-9893.609,-0.116,0.981,-0.143,0.183,1.587,0.000,60.000,204.000,1.000
88791.537,-33856.955,78794.261,-24415.241,-9183.206,-131390.290,-12083.520,-9935.592,-0.115,0.981,-0.142,0.214,1.740,0.092,60.000,205.000,1.000
84494.346,-33710.234,74525.599,-24329.248,-9166.435,-131531.417,-12110.151,-9976.890,-0.114,0.980,-0.141,0.366,1.831,0.061,60.000,206.000,1.000
80214.735,-33558.030,70281.571,-24217.876,-9159.802,-131667.313,-12136.509,-10017.008,-0.115,0.980,-0.143,0.458,1.923,0.061,60.000,207.000,1.000
75946.772,-33398.343,66059.429,-24098.547,-9151.637,-131793.718,-12166.014,-10056.455,-0.113,0.980,-0.145,0.458,1.953,0.153,60.000,208.000,1.000
71696.268,-33238.972,61854.758,-23994.613,-9133.427,-131907.590,-12196.971,-10095.792,-0.113,0.980,-0.142,0.427,2.106,0.214,60.000,209.000,1.000
67471.918,-33087.422,57667.349,-23904.958,-9109.734,-132010.877,-12225.223,-10134.721,-0.112,0.980,-0.141,0.366,2.075,0.366,60.000,210.000,1.000
63274.132,-32942.258,53500.932,-23809.366,-9090.244,-132107.970,-12249.400,-10172.351,-0.112,0.980,-0.141,0.397,2.136,0.366,60.000,211.000,1.000
59095.923,-32796.256,49358.076,-23697.577,-9076.824,-132198.402,-12271.986,-10208.203,-0.113,0.981,-0.140,0.397,2.258,0.305,60.000,212.000,1.000
54932.593,-32645.724,45237.154,-23581.606,-9062.741,-132280.080,-12295.814,-10242.869,-0.113,0.981,-0.141,0.427,2.228,0.397,60.000,213.000,1.000
50787.010,-32493.907,41134.948,-23478.252,-9042.512,-132351.417,-12320.705,-10277.230,-0.112,0.980,-0.142,0.427,2.258,0.427,60.000,214.000,1.000
46664.579,-32345.269,37050.567,-23387.879,-9018.447,-132413.283,-12344.336,-10311.489,-0.114,0.981,-0.141,0.427,2.441,0.336,60.000,215.000,1.000
42565.998,-32199.350,32985.776,-23296.277,-8996.501,-132468.136,-12365.482,-10345.156,-0.115,0.982,-0.141,0.397,2.411,0.458,60.000,216.000,1.000
38487.038,-32052.004,28942.135,-23193.649,-8978.667,-132515.678,-12385.420,-10377.909,-0.115,0.981,-0.140,0.397,2.502,0.366,60.000,217.000,1.000
34424.173,-31901.107,24918.940,-23084.862,-8961.768,-132556.200,-12406.297,-10410.238,-0.114,0.981,-0.141,0.427,2.563,0.427,60.000,218.000,1.000
30378.551,-31748.813,20914.552,-22980.713,-8942.170,-132589.778,-12428.474,-10442.701,-0.112,0.982,-0.141,0.366,2.502,0.397,60.000,219.000,1.000
26353.795,-31598.245,16928.542,-22884.646,-8919.741,-132616.320,-12450.253,-10475.096,-0.113,0.981,-0.142,0.336,2.655,0.458,60.000,220.000,1.000
22351.492,-31449.799,12961.950,-22791.150,-8896.980,-132636.352,-12469.949,-10506.645,-0.114,0.981,-0.143,0.305,2.625,0.397,60.000,221.000,1.000
18369.960,-31301.386,9015.854,-22694.225,-8875.716,-132649.106,-12487.684,-10536.888,-0.115,0.981,-0.142,0.305,2.655,0.458,60.000,222.000,1.000
14406.695,-31151.467,5090.128,-22593.824,-8855.613,-132655.788,-12505.131,-10566.286,-0.115,0.982,-0.142,0.214,2.747,0.580,60.000,223.000,1.000
10461.189,-31001.018,1183.856,-22494.430,-8834.932,-132656.964,-12523.443,-10595.527,-0.113,0.982,-0.143,0.275,2.747,0.549,60.000,224.000,1.000
6534.955,-30852.084,-2703.689,-22399.347,-8812.328,-132651.592,-12542.024,-10624.696,-0.113,0.981,-0.142,0.275,2.838,0.549,60.000,225.000,1.000
2629.549,-30704.841,-6572.462,-22307.246,-8788.036,-132638.610,-12559.310,-10653.222,-0.113,0.981,-0.140,0.214,2.899,0.580,60.000,226.000,1.000
-1255.016,-30556.895,-10421.769,-22213.657,-8763.650,-132616.645,-12574.565,-10680.592,-0.111,0.979,-0.142,0.214,2.869,0.702,60.000,227.000,1.000
-5120.231,-30405.774,-14251.038,-22115.034,-8740.634,-132587.649,-12588.775,-10707.023,-0.111,0.978,-0.140,0.275,3.021,0.793,60.000,228.000,1.000
-8967.410,-30251.733,-18060.306,-22011.591,-8718.458,-132553.042,-12603.301,-10733.024,-0.115,0.978,-0.140,0.153,2.991,0.763,60.000,229.000,1.000
-12796.428,-30097.830,-21850.424,-21906.664,-8695.023,-132512.267,-12618.309,-10758.864,-0.113,0.980,-0.143,0.214,2.960,0.793,60.000,230.000,1.000
-16606.120,-29947.729,-25622.521,-21803.395,-8669.399,-132465.355,-12632.866,-10784.593,-0.112,0.980,-0.141,0.214,3.021,0.916,60.000,231.000,1.000
-20395.813,-29803.211,-29376.914,-21701.799,-8643.478,-132412.662,-12646.373,-10810.283,-0.113,0.979,-0.145,0.275,2.960,0.763,60.000,232.000,1.000
-24166.446,-29663.021,-33112.885,-21599.473,-8620.056,-132357.011,-12659.576,-10836.127,-0.112,0.979,-0.142,0.305,2.960,0.824,60.000,233.000,1.000
-27919.558,-29524.140,-36829.521,-21495.740,-8599.084,-132298.870,-12673.568,-10862.050,-0.112,0.979,-0.143,0.275,2.930,0.732,60.000,234.000,1.000
-31655.420,-29384.443,-40526.949,-21393.970,-8577.352,-132235.644,-12688.336,-10887.693,-0.113,0.980,-0.142,0.336,2.991,0.763,60.000,235.000,1.000
-35372.526,-29244.004,-44206.194,-21298.146,-8552.474,-132165.842,-12702.659,-10912.794,-0.114,0.979,-0.141,0.397,2.991,0.641,60.000,236.000,1.000
-39069.343,-29103.632,-47867.759,-21207.352,-8526.120,-132089.718,-12715.554,-10937.446,-0.115,0.979,-0.141,0.305,3.113,0.641,60.000,237.000,1.000
-42746.489,-28962.994,-51511.007,-21115.954,-8502.125,-132010.521,-12727.632,-10962.071,-0.115,0.979,-0.142,0.336,3.052,0.702,60.000,238.000,1.000
-46406.075,-28821.213,-55134.993,-21020.478,-8481.342,-131928.110,-12740.267,-10986.807,-0.113,0.980,-0.139,0.305,2.960,0.549,60.000,239.000,1.000
-50048.996,-28678.747,-58739.792,-20924.155,-8460.284,-131838.362,-12753.753,-11011.300,-0.114,0.978,-0.142,0.519,2.960,0.671,60.000,240.000,1.000
-53673.525,-28537.550,-62326.307,-20832.563,-8435.488,-131738.840,-12766.708,-11034.995,-0.114,0.979,-0.142,0.488,2.869,0.702,60.000,241.000,1.000
-57277.216,-28399.021,-65894.712,-20745.851,-8407.822,-131630.195,-12777.507,-11057.513,-0.114,0.981,-0.144,0.580,2.899,0.610,60.000,242.000,1.000
-60860.025,-28262.333,-69444.010,-20658.114,-8381.147,-131517.194,-12786.200,-11078.909,-0.115,0.980,-0.145,0.488,2.838,0.641,60.000,243.000,1.000
-64424.313,-28125.540,-72973.249,-20565.300,-8356.908,-131401.656,-12794.232,-11099.377,-0.113,0.982,-0.145,0.641,2.716,0.549,60.000,244.000,1.000
-67971.785,-27988.078,-76482.955,-20470.918,-8332.209,-131280.719,-12802.578,-11119.028,-0.114,0.981,-0.143,0.519,2.747,0.488,60.000,245.000,1.000
-71501.256,-27851.560,-79974.598,-20381.514,-8303.824,-131151.648,-12810.536,-11137.830,-0.114,0.981,-0.141,0.458,2.716,0.458,60.000,246.000,1.000
-75010.283,-27717.672,-83448.722,-20297.790,-8272.637,-131013.763,-12816.728,-11155.691,-0.114,0.981,-0.140,0.397,2.655,0.427,60.000,247.000,1.000
-78498.752,-27585.608,-86904.517,-20213.437,-8242.657,-130871.064,-12821.190,-11172.811,-0.115,0.982,-0.143,0.519,2.563,0.458,60.000,248.000,1.000
-81969.350,-27452.483,-90341.197,-20123.582,-8215.773,-130726.321,-12825.532,-11189.632,-0.114,0.981,-0.144,0.397,2.533,0.366,60.000,249.000,1.000
-85424.538,-27316.300,-93759.600,-20031.338,-8189.689,-130579.187,-12831.265,-11206.755,-0.115,0.982,-0.145,0.397,2.472,0.397,60.000,250.000,1.000
-88863.861,-27177.825,-97161.588,-19943.513,-8161.612,-130429.138,-12838.310,-11224.675,-0.114,0.979,-0.144,0.366,2.350,0.305,60.000,251.000,1.000
-92284.926,-27039.105,-100547.789,-19861.091,-8132.287,-130274.952,-12845.396,-11243.382,-0.115,0.981,-0.145,0.336,2.319,0.275,60.000,252.000,1.000
-95686.740,-26900.670,-103916.839,-19777.147,-8104.973,-130117.597,-12851.805,-11262.398,-0.114,0.979,-0.142,0.366,2.350,0.275,60.000,253.000,1.000
-99070.622,-26761.271,-107266.896,-19685.184,-8080.583,-129957.186,-12857.879,-11280.962,-0.115,0.981,-0.141,0.275,2.167,0.305,60.000,254.000,1.000
-102437.923,-26620.312,-110597.751,-19586.728,-8056.064,-129792.552,-12864.034,-11298.564,-0.113,0.983,-0.140,0.305,2.136,0.305,60.000,255.000,1.000
-105787.873,-26479.518,-113910.801,-19488.438,-8028.280,-129623.462,-12869.829,-11315.280,-0.111,0.981,-0.144,0.244,2.106,0.214,60.000,256.000,1.000
-109118.627,-26341.409,-117207.114,-19393.359,-7998.129,-129449.431,-12874.488,-11331.582,-0.112,0.980,-0.142,0.244,2.045,0.244,60.000,257.000,1.000
-112430.209,-26206.620,-120486.434,-19298.241,-7969.526,-129272.568,-12878.300,-11348.057,-0.113,0.980,-0.146,0.244,1.923,0.153,60.000,258.000,1.000
-115724.823,-26073.668,-123747.954,-19199.877,-7944.338,-129094.194,-12882.509,-11364.950,-0.113,0.979,-0.144,0.214,1.953,0.153,60.000,259.000,1.000
-119004.129,-25941.034,-126991.677,-19100.937,-7920.161,-128913.685,-12887.839,-11382.060,-0.113,0.978,-0.145,0.244,1.801,0.244,60.000,260.000,1.000
-122267.023,-25808.738,-130218.316,-19007.222,-7893.609,-128730.183,-12893.477,-11398.910,-0.113,0.977,-0.145,0.214,1.648,0.305,60.000,261.000,1.000
-125510.969,-25677.511,-133428.032,-18920.226,-7864.554,-128541.585,-12897.921,-11415.050,-0.112,0.975,-0.146,0.153,1.678,0.244,60.000,262.000,1.000
-128735.371,-25546.896,-136620.163,-18835.104,-7836.007,-128348.405,-12900.881,-11430.516,-0.112,0.979,-0.143,0.153,1.678,0.397,60.000,263.000,1.000
-131942.211,-25415.204,-139794.091,-18746.816,-7809.830,-128151.617,-12903.475,-11445.649,-0.111,0.980,-0.142,0.183,1.770,0.397,60.000,264.000,1.000
-135133.436,-25281.516,-142950.220,-18656.073,-7784.438,-127951.839,-12906.783,-11460.756,-0.112,0.982,-0.141,0.275,1.770,0.397,60.000,265.000,1.000
-138308.600,-25146.996,-146089.597,-18567.230,-7757.309,-127750.132,-12910.615,-11475.911,-0.113,0.983,-0.145,0.305,1.709,0.427,60.000,266.000,1.000
-141465.669,-25013.425,-149212.560,-18481.385,-7728.416,-127545.212,-12913.886,-11490.884,-0.113,0.982,-0.143,0.366,1.709,0.336,60.000,267.000,1.000
-144603.833,-24880.913,-152318.366,-18394.503,-7700.055,-127336.486,-12916.083,-11505.405,-0.112,0.981,-0.145,0.305,1.770,0.366,60.000,268.000,1.000
-147724.335,-24748.206,-155406.102,-18303.295,-7673.404,-127123.214,-12917.669,-11519.271,-0.112,0.980,-0.144,0.397,1.709,0.336,60.000,269.000,1.000
-150828.613,-24614.786,-158475.861,-18210.410,-7646.900,-126905.321,-12919.250,-11532.470,-0.110,0.980,-0.141,0.458,1.709,0.275,60.000,270.000,1.000
-153916.351,-24481.756,-161528.541,-18121.778,-7618.414,-126684.399,-12920.657,-11545.108,-0.112,0.982,-0.144,0.366,1.678,0.275,60.000,271.000,1.000
-156986.043,-24350.594,-164564.633,-18039.649,-7588.109,-126460.314,-12921.182,-11557.280,-0.111,0.981,-0.144,0.458,1.709,0.275,60.000,272.000,1.000
-160037.382,-24221.430,-167583.886,-17960.251,-7558.339,-126233.805,-12920.788,-11569.233,-0.107,0.981,-0.145,0.397,1.770,0.305,60.000,273.000,1.000
-163071.870,-24093.091,-170585.953,-17878.737,-7530.617,-126005.023,-12920.326,-11581.282,-0.107,0.979,-0.145,0.275,1.740,0.153,60.000,274.000,1.000
-166091.067,-23964.716,-173571.206,-17794.446,-7503.969,-125773.859,-12920.661,-11593.675,-0.106,0.976,-0.143,0.336,1.831,0.153,60.000,275.000,1.000
-169094.761,-23836.793,-176540.438,-17710.012,-7476.542,-125541.341,-12921.713,-11606.408,-0.108,0.977,-0.147,0.336,1.923,0.061,60.000,276.000,1.000
-172081.403,-23710.287,-179493.834,-17626.630,-7448.035,-125306.890,-12922.613,-11619.179,-0.107,0.979,-0.144,0.427,1.862,0.122,60.000,277.000,1.000
-175050.251,-23585.007,-182430.795,-17542.222,-7419.890,-125070.739,-12922.849,-11631.715,-0.108,0.981,-0.143,0.336,1.984,0.061,60.000,278.000,1.000
-178002.034,-23459.449,-185350.539,-17454.557,-7392.967,-124832.010,-12922.610,-11643.796,-0.107,0.982,-0.145,0.366,1.984,0.061,60.000,279.000,1.000
-180937.704,-23332.304,-188252.938,-17364.539,-7366.289,-124589.452,-12922.256,-11655.319,-0.108,0.983,-0.146,0.183,2.197,0.061,60.000,280.000,1.000
-183857.117,-23203.889,-191138.542,-17275.292,-7338.417,-124343.809,-12921.731,-11666.335,-0.110,0.982,-0.146,0.153,2.167,0.000,60.000,281.000,1.000
-186759.317,-23075.643,-194007.763,-17188.343,-7309.312,-124095.096,-12920.611,-11676.931,-0.111,0.981,-0.146,0.092,2.258,0.031,60.000,282.000,1.000
-189644.020,-22948.409,-196860.523,-17102.037,-7280.356,-123844.051,-12918.808,-11687.252,-0.110,0.982,-0.146,0.244,2.319,0.092,60.000,283.000,1.000
-192512.005,-22821.848,-199696.513,-17014.294,-7252.431,-123589.645,-12916.693,-11697.372,-0.111,0.984,-0.146,0.092,2.411,0.061,60.000,284.000,1.000
-195364.177,-22695.293,-202515.830,-16925.568,-7224.926,-123330.383,-12914.721,-11707.364,-0.113,0.985,-0.145,0.000,2.380,-0.031,60.000,285.000,1.000
-198200.550,-22568.754,-205319.005,-16838.030,-7196.794,-123067.343,-12912.952,-11717.321,-0.114,0.984,-0.145,0.000,2.441,-0.183,60.000,286.000,1.000
-201020.406,-22442.861,-208106.382,-16752.533,-7167.996,-122801.368,-12911.045,-11727.247,-0.115,0.985,-0.141,-0.061,2.411,-0.244,60.000,287.000,1.000
-203823.454,-22317.965,-210877.856,-16667.557,-7139.556,-122534.206,-12908.812,-11737.115,-0.116,0.985,-0.142,-0.031,2.319,-0.397,60.000,288.000,1.000
-206610.163,-22193.727,-213633.030,-16581.459,-7112.055,-122265.771,-12906.346,-11746.788,-0.117,0.986,-0.144,-0.153,2.289,-0.580,60.000,289.000,1.000
-209381.202,-22069.504,-216371.839,-16494.717,-7084.985,-121995.032,-12903.881,-11756.223,-0.118,0.984,-0.144,-0.244,2.075,-0.732,60.000,290.000,1.000
-212136.644,-21945.024,-219094.634,-16409.201,-7057.537,-121722.625,-12901.464,-11765.528,-0.118,0.983,-0.145,-0.244,1.923,-0.732,60.000,291.000,1.000
-214875.839,-21820.550,-221801.569,-16325.688,-7029.513,-121447.986,-12898.759,-11774.679,-0.116,0.983,-0.149,-0.305,1.801,-0.885,60.000,292.000,1.000
-217598.323,-21696.460,-224492.454,-16243.063,-7001.455,-121171.286,-12895.507,-11783.579,-0.117,0.982,-0.148,-0.244,1.740,-0.977,60.000,293.000,1.000
-220304.305,-21573.012,-227167.008,-16160.116,-6973.746,-120891.796,-12891.768,-11792.133,-0.117,0.983,-0.144,-0.336,1.556,-0.946,60.000,294.000,1.000
-222994.357,-21450.297,-229825.302,-16077.027,-6946.158,-120609.005,-12887.860,-11800.392,-0.117,0.980,-0.144,-0.427,1.495,-0.916,60.000,295.000,1.000
-225668.730,-21328.223,-232467.729,-15994.752,-6918.254,-120324.612,-12884.007,-11808.504,-0.116,0.981,-0.142,-0.427,1.526,-0.793,60.000,296.000,1.000
-228327.095,-21206.501,-235094.475,-15913.395,-6889.903,-120038.910,-12880.029,-11816.449,-0.116,0.982,-0.142,-0.488,1.495,-0.702,60.000,297.000,1.000
-230969.148,-21084.748,-237705.400,-15831.697,-6861.433,-119752.376,-12875.646,-11824.103,-0.117,0.981,-0.144,-0.397,1.495,-0.580,60.000,298.000,1.000
-233595.018,-20962.936,-240300.277,-15748.541,-6833.136,-119464.134,-12870.788,-11831.348,-0.118,0.984,-0.144,-0.549,1.434,-0.519,60.000,299.000,1.000
-236205.185,-20841.514,-242879.225,-15664.407,-6805.014,-119173.171,-12865.726,-11838.303,-0.117,0.982,-0.140,-0.549,1.404,-0.397,60.000,300.000,1.000
-238799.928,-20720.835,-245442.614,-15580.873,-6776.876,-118880.340,-12860.726,-11845.195,-0.117,0.982,-0.138,-0.519,1.312,-0.244,60.000,301.000,1.000
-241379.012,-20600.460,-247990.554,-15498.831,-6748.554,-118585.032,-12855.655,-11852.011,-0.116,0.983,-0.137,-0.458,1.282,-0.092,60.000,302.000,1.000
-243942.207,-20479.347,-250522.928,-15417.673,-6720.179,-118287.362,-12850.274,-11858.631,-0.117,0.982,-0.140,-0.549,1.282,-0.061,60.000,303.000,1.000
-246489.600,-20356.968,-253039.576,-15336.312,-6691.936,-117986.893,-12844.504,-11864.964,-0.115,0.981,-0.139,-0.732,1.160,-0.031,60.000,304.000,1.000
-249021.548,-20233.826,-255540.599,-15254.291,-6663.891,-117683.467,-12838.554,-11871.124,-0.116,0.979,-0.141,-0.610,1.190,0.061,60.000,305.000,1.000
-251538.346,-20111.046,-258026.343,-15171.817,-6636.038,-117379.011,-12832.736,-11877.352,-0.115,0.980,-0.141,-0.610,1.160,0.061,60.000,306.000,1.000
-254039.980,-19989.857,-260497.060,-15089.242,-6608.381,-117074.319,-12827.169,-11883.770,-0.117,0.978,-0.137,-0.580,1.282,0.092,60.000,307.000,1.000
-256526.377,-19871.004,-262952.839,-15006.632,-6581.059,-116770.588,-12821.837,-11890.412,-0.115,0.979,-0.137,-0.488,1.251,0.092,60.000,308.000,1.000
-258997.451,-19754.317,-265393.500,-14923.826,-6554.067,-116466.862,-12816.539,-11897.108,-0.114,0.978,-0.141,-0.488,1.312,0.000,60.000,309.000,1.000
